Player,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz,Year,Week
Drake London (ATL),0,0,0%,0.0,0.0%,2023,10
Christian Watson (GB),0,3,0.0%,0.0,60.0%,2023,10
Robert Woods (HOU),0,2,0.0%,0.0,28.6%,2023,10
Jonathan Mingo (DAL),0,1,0.0%,0.0,50.0%,2023,10
Darnell Mooney (ATL),0,1,0.0%,0.0,100.0%,2023,10
Mike Evans (TB),0,1,0.0%,0.0,100.0%,2023,10
Trenton Irwin (FA),0,1,0.0%,0.0,33.3%,2023,10
Allen Lazard (NYJ),0,1,0.0%,0.0,100.0%,2023,10
Calvin Ridley (TEN),0,1,0.0%,0.0,33.3%,2023,10
Tyler Boyd (TEN),0,2,0.0%,0.0,66.7%,2023,10
Gabe Davis (JAC),0,0,0%,0.0,0%,2023,10
Jalen Tolbert (DAL),1,2,50.0%,-2.0,28.6%,2023,10
Christian Kirk (JAC),1,2,50.0%,2.0,66.7%,2023,10
Calvin Ridley (TEN),2,3,66.7%,11.5,60.0%,2023,11
Puka Nacua (LAR),2,3,66.7%,7.5,60.0%,2023,11
Amon-Ra St. Brown (DET),3,4,75.0%,7.0,100.0%,2023,11
Courtland Sutton (DEN),1,1,100.0%,15.0,33.3%,2023,11
Christian Watson (GB),1,2,50.0%,11.0,66.7%,2023,11
Rashod Bateman (BAL),1,1,100.0%,10.0,50.0%,2023,11
Keenan Allen (CHI),1,4,25.0%,10.0,66.7%,2023,11
DK Metcalf (SEA),1,1,100.0%,8.0,100.0%,2023,11
Jahan Dotson (PHI),1,1,100.0%,8.0,33.3%,2023,11
CeeDee Lamb (DAL),1,2,50.0%,5.0,66.7%,2023,11
Justin Watson (KC),1,2,50.0%,3.0,100.0%,2023,11
Ja'Marr Chase (CIN),1,1,100.0%,2.0,33.3%,2023,11
Mike Evans (TB),1,3,33.3%,1.0,60.0%,2023,11
Deven Thompkins (CAR),0,1,0.0%,0.0,20.0%,2023,11
Nico Collins (HOU),2,5,40.0%,6.0,83.3%,2023,11
Terry McLaurin (WAS),1,1,100.0%,11.0,33.3%,2023,11
Trenton Irwin (FA),1,2,50.0%,10.0,66.7%,2023,11
Elijah Moore (CLE),1,1,100.0%,10.0,50.0%,2023,11
DeVonta Smith (PHI),1,1,100.0%,5.0,50.0%,2023,11
Jerry Jeudy (CLE),1,2,50.0%,5.0,66.7%,2023,11
Adam Thielen (CAR),1,1,100.0%,5.0,100.0%,2023,11
Quentin Johnston (LAC),1,1,100.0%,4.0,16.7%,2023,11
Hunter Renfrow (FA),1,1,100.0%,3.0,50.0%,2023,11
Zay Jones (ARI),1,1,100.0%,2.0,20.0%,2023,11
Demarcus Robinson (LAR),1,1,100.0%,1.0,20.0%,2023,11
Romeo Doubs (GB),1,1,100.0%,1.0,33.3%,2023,11
Kadarius Toney (FA),0,0,0%,0.0,0.0%,2023,11
Jordan Addison (MIN),0,1,0.0%,0.0,100.0%,2023,11
Tutu Atwell (LAR),0,1,0.0%,0.0,20.0%,2023,11
Robert Woods (HOU),0,1,0.0%,0.0,16.7%,2023,11
Jauan Jennings (SF),0,1,0.0%,0.0,100.0%,2023,11
Greg Dortch (ARI),0,1,0.0%,0.0,100.0%,2023,11
A.J. Brown (PHI),0,1,0.0%,0.0,50.0%,2023,11
Allen Lazard (NYJ),0,1,0.0%,0.0,100.0%,2023,11
Christian Kirk (JAC),0,1,0.0%,0.0,20.0%,2023,11
Michael Gallup (FA),0,1,0.0%,0.0,33.3%,2023,11
Curtis Samuel (BUF),0,1,0.0%,0.0,33.3%,2023,11
Chris Godwin (TB),0,1,0.0%,0.0,20.0%,2023,11
Sterling Shepard (TB),0,1,0.0%,0.0,100.0%,2023,11
Stefon Diggs (HOU),0,1,0.0%,0.0,100.0%,2023,11
Jamison Crowder (WAS),0,0,0%,0.0,0.0%,2023,11
Amari Cooper (BUF),0,1,0.0%,0.0,50.0%,2023,11
Odell Beckham Jr. (FA),0,1,0.0%,0.0,50.0%,2023,11
Davante Adams (NYJ),1,1,100.0%,-1.0,50.0%,2023,11
Tyreek Hill (MIA),2,2,100.0%,-1.5,100.0%,2023,11
Derius Davis (LAC),1,1,100.0%,-3.0,16.7%,2023,11
Deebo Samuel Sr. (SF),3,3,100.0%,8.0,100.0%,2023,12
Christian Watson (GB),2,2,100.0%,12.0,66.7%,2023,12
Mike Evans (TB),2,2,100.0%,10.0,50.0%,2023,12
Jakobi Meyers (LV),1,1,100.0%,18.0,50.0%,2023,12
Nico Collins (HOU),1,1,100.0%,17.0,50.0%,2023,12
Josh Reynolds (JAC),2,2,100.0%,7.5,66.7%,2023,12
CeeDee Lamb (DAL),1,2,50.0%,15.0,100.0%,2023,12
DeVonta Smith (PHI),1,1,100.0%,15.0,50.0%,2023,12
Stefon Diggs (HOU),1,1,100.0%,13.0,25.0%,2023,12
Isaiah Hodgins (SF),1,1,100.0%,12.0,50.0%,2023,12
Jayden Reed (GB),1,1,100.0%,10.0,33.3%,2023,12
Tank Dell (HOU),1,1,100.0%,7.0,50.0%,2023,12
Tyreek Hill (MIA),1,2,50.0%,7.0,100.0%,2023,12
Gabe Davis (JAC),1,2,50.0%,7.0,50.0%,2023,12
Greg Dortch (ARI),1,1,100.0%,6.0,100.0%,2023,12
Justin Watson (KC),1,1,100.0%,3.0,25.0%,2023,12
A.J. Brown (PHI),1,1,100.0%,3.0,50.0%,2023,12
Zay Flowers (BAL),1,1,100.0%,3.0,100.0%,2023,12
Calvin Ridley (TEN),1,1,100.0%,1.0,100.0%,2023,12
Garrett Wilson (NYJ),1,1,100.0%,1.0,50.0%,2023,12
Curtis Samuel (BUF),1,1,100.0%,13.0,100.0%,2023,12
Josh Downs (IND),1,3,33.3%,13.0,60.0%,2023,12
Marvin Mims Jr. (DEN),0,0,0%,0.0,0.0%,2023,12
Rashee Rice (KC),1,1,100.0%,10.0,25.0%,2023,12
Xavier Gipson (NYJ),1,1,100.0%,8.0,50.0%,2023,12
Cooper Kupp (LAR),1,1,100.0%,7.0,50.0%,2023,12
Skyy Moore (KC),1,1,100.0%,5.0,25.0%,2023,12
Scotty Miller (FA),1,1,100.0%,4.0,100.0%,2023,12
Tyquan Thornton (KC),0,0,0%,0.0,0.0%,2023,12
Wan'Dale Robinson (NYG),1,1,100.0%,2.0,50.0%,2023,12
Derius Davis (LAC),0,0,0%,0.0,0.0%,2023,12
Jerry Jeudy (CLE),0,1,0.0%,0.0,50.0%,2023,12
David Moore (CAR),0,1,0.0%,0.0,25.0%,2023,12
Chris Godwin (TB),0,1,0.0%,0.0,25.0%,2023,12
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,100.0%,2023,12
Rashid Shaheed (NO),0,2,0.0%,0.0,66.7%,2023,12
A.T. Perry (DEN),0,1,0.0%,0.0,33.3%,2023,12
Romeo Doubs (GB),0,0,0%,0.0,0.0%,2023,12
Alec Pierce (IND),0,1,0.0%,0.0,20.0%,2023,12
Puka Nacua (LAR),0,1,0.0%,0.0,50.0%,2023,12
Michael Pittman Jr. (IND),0,1,0.0%,0.0,20.0%,2023,12
David Bell (CLE),0,1,0.0%,0.0,33.3%,2023,12
Courtland Sutton (DEN),0,1,0.0%,0.0,50.0%,2023,12
Devin Duvernay (JAC),0,0,0%,0.0,0.0%,2023,12
Jaxon Smith-Njigba (SEA),0,1,0.0%,0.0,100.0%,2023,12
Trent Sherfield Sr. (MIN),0,1,0.0%,0.0,25.0%,2023,12
Marquise Brown (KC),0,0,0%,0.0,0.0%,2023,12
Diontae Johnson (FA),0,2,0.0%,0.0,100.0%,2023,12
Elijah Moore (CLE),0,2,0.0%,0.0,66.7%,2023,12
Ja'Marr Chase (CIN),0,1,0.0%,0.0,100.0%,2023,12
Jalen Guyton (FA),0,1,0.0%,0.0,100.0%,2023,12
Davante Adams (NYJ),0,1,0.0%,0.0,50.0%,2023,12
Marquez Valdes-Scantling (NO),1,1,100.0%,-1.0,25.0%,2023,12
Amon-Ra St. Brown (DET),1,1,100.0%,-2.0,33.3%,2023,12
Christian Watson (GB),2,3,66.7%,10.5,60.0%,2023,13
DK Metcalf (SEA),3,3,100.0%,4.7,75.0%,2023,13
CeeDee Lamb (DAL),2,6,33.3%,14.5,75.0%,2023,13
Deebo Samuel Sr. (SF),0,0,0%,0.0,0.0%,2023,13
Jameson Williams (DET),0,0,0%,0.0,0.0%,2023,13
Chris Godwin (TB),0,0,0%,0.0,0%,2023,13
Jauan Jennings (SF),1,1,100.0%,18.0,50.0%,2023,13
Parker Washington (JAC),1,1,100.0%,14.0,25.0%,2023,13
DeAndre Hopkins (KC),1,2,50.0%,3.0,100.0%,2023,13
Brandin Cooks (DAL),1,1,100.0%,7.0,12.5%,2023,13
Demarcus Robinson (LAR),1,1,100.0%,7.0,33.3%,2023,13
Michael Pittman Jr. (IND),1,2,50.0%,4.0,50.0%,2023,13
Cooper Kupp (LAR),1,1,100.0%,3.0,33.3%,2023,13
Nico Collins (HOU),1,3,33.3%,3.0,100.0%,2023,13
Diontae Johnson (FA),1,1,100.0%,2.0,50.0%,2023,13
Brandon Aiyuk (SF),1,1,100.0%,2.0,50.0%,2023,13
DeVonta Smith (PHI),1,2,50.0%,2.0,22.2%,2023,13
A.J. Brown (PHI),3,6,50.0%,7.7,66.7%,2023,13
Jaylen Waddle (MIA),1,1,100.0%,16.0,50.0%,2023,13
Tee Higgins (CIN),1,1,100.0%,14.0,25.0%,2023,13
Rashee Rice (KC),2,2,100.0%,5.5,100.0%,2023,13
KaVontae Turpin (DAL),1,1,100.0%,10.0,12.5%,2023,13
Jerry Jeudy (CLE),2,2,100.0%,5.0,66.7%,2023,13
Tyler Boyd (TEN),1,1,100.0%,10.0,25.0%,2023,13
Calvin Ridley (TEN),2,3,66.7%,4.5,75.0%,2023,13
Dontayvion Wicks (GB),1,1,100.0%,7.0,20.0%,2023,13
Adam Thielen (CAR),1,1,100.0%,7.0,50.0%,2023,13
Ja'Marr Chase (CIN),1,2,50.0%,6.0,50.0%,2023,13
Quez Watkins (ARI),1,1,100.0%,5.0,11.1%,2023,13
Xavier Gipson (NYJ),1,1,100.0%,4.0,100.0%,2023,13
River Cracraft (MIA),1,1,100.0%,3.0,50.0%,2023,13
Jaxon Smith-Njigba (SEA),0,1,0.0%,0.0,25.0%,2023,13
Jalen Guyton (FA),0,1,0.0%,0.0,50.0%,2023,13
Keenan Allen (CHI),0,1,0.0%,0.0,50.0%,2023,13
Alec Pierce (IND),0,2,0.0%,0.0,50.0%,2023,13
Courtland Sutton (DEN),0,1,0.0%,0.0,33.3%,2023,13
Donovan Peoples-Jones (FA),0,1,0.0%,0.0,33.3%,2023,13
Jonathan Mingo (DAL),0,1,0.0%,0.0,50.0%,2023,13
Amon-Ra St. Brown (DET),0,1,0.0%,0.0,33.3%,2023,13
Jayden Reed (GB),1,1,100.0%,0.0,20.0%,2023,13
George Pickens (PIT),0,1,0.0%,0.0,50.0%,2023,13
Ben Skowronek (PIT),0,1,0.0%,0.0,33.3%,2023,13
Josh Reynolds (JAC),0,1,0.0%,0.0,33.3%,2023,13
Elijah Moore (CLE),0,1,0.0%,0.0,100.0%,2023,13
Terry McLaurin (WAS),0,1,0.0%,0.0,50.0%,2023,13
Dyami Brown (WAS),1,1,100.0%,0.0,50.0%,2023,13
Tyreek Hill (MIA),0,0,0%,0.0,0.0%,2023,13
Jayden Reed (GB),1,2,50.0%,8.0,25.0%,2023,14
DJ Moore (CHI),2,3,66.7%,3.5,60.0%,2023,14
Parker Washington (JAC),1,1,100.0%,19.0,20.0%,2023,14
Cooper Kupp (LAR),2,4,50.0%,9.0,44.4%,2023,14
Randall Cobb (FA),1,1,100.0%,15.0,33.3%,2023,14
Deebo Samuel Sr. (SF),1,1,100.0%,13.0,100.0%,2023,14
CeeDee Lamb (DAL),1,1,100.0%,13.0,33.3%,2023,14
Rashee Rice (KC),2,3,66.7%,5.0,75.0%,2023,14
Xavier Gipson (NYJ),0,0,0%,0.0,0.0%,2023,14
Josh Reynolds (JAC),1,1,100.0%,8.0,33.3%,2023,14
Isaiah Hodgins (SF),1,1,100.0%,8.0,100.0%,2023,14
Chris Olave (NO),1,1,100.0%,7.0,100.0%,2023,14
Malik Heath (GB),1,2,50.0%,6.0,25.0%,2023,14
Demarcus Robinson (LAR),1,4,25.0%,5.0,44.4%,2023,14
DeAndre Hopkins (KC),1,3,33.3%,3.0,75.0%,2023,14
Michael Gallup (FA),1,1,100.0%,1.0,33.3%,2023,14
Garrett Wilson (NYJ),2,2,100.0%,9.0,66.7%,2023,14
Calvin Ridley (TEN),1,3,33.3%,16.0,60.0%,2023,14
Tyler Scott (CHI),1,1,100.0%,11.0,20.0%,2023,14
Alex Erickson (FA),1,1,100.0%,9.0,50.0%,2023,14
Nelson Agholor (BAL),2,2,100.0%,3.0,66.7%,2023,14
Tyler Boyd (TEN),1,2,50.0%,6.0,66.7%,2023,14
Amon-Ra St. Brown (DET),1,1,100.0%,5.0,33.3%,2023,14
Kalif Raymond (DET),1,1,100.0%,5.0,33.3%,2023,14
Richie James Jr. (FA),1,1,100.0%,4.0,25.0%,2023,14
Drake London (ATL),1,1,100.0%,2.0,100.0%,2023,14
Kadarius Toney (FA),0,0,0%,0.0,0.0%,2023,14
Davante Adams (NYJ),1,1,100.0%,1.0,50.0%,2023,14
Darnell Mooney (ATL),0,1,0.0%,0.0,20.0%,2023,14
Tyreek Hill (MIA),0,1,0.0%,0.0,50.0%,2023,14
Cedrick Wilson Jr. (NO),0,1,0.0%,0.0,50.0%,2023,14
Dontayvion Wicks (GB),0,1,0.0%,0.0,12.5%,2023,14
Samori Toure (CHI),0,1,0.0%,0.0,12.5%,2023,14
Romeo Doubs (GB),0,2,0.0%,0.0,25.0%,2023,14
Puka Nacua (LAR),0,1,0.0%,0.0,11.1%,2023,14
Quentin Johnston (LAC),0,1,0.0%,0.0,50.0%,2023,14
Zay Jones (ARI),0,1,0.0%,0.0,20.0%,2023,14
Mike Evans (TB),0,1,0.0%,0.0,100.0%,2023,14
Jerry Jeudy (CLE),0,1,0.0%,0.0,100.0%,2023,14
Brandin Cooks (DAL),0,1,0.0%,0.0,33.3%,2023,14
Zay Flowers (BAL),0,1,0.0%,0.0,33.3%,2023,14
Nick Westbrook-Ikhine (TEN),0,1,0.0%,0.0,25.0%,2023,14
Ja'Marr Chase (CIN),0,1,0.0%,0.0,33.3%,2023,14
Hunter Renfrow (FA),1,1,100.0%,2.0,50.0%,2023,14
Deebo Samuel Sr. (SF),2,2,100.0%,15.5,100.0%,2023,15
Curtis Samuel (BUF),3,5,60.0%,8.7,100.0%,2023,15
Rashee Rice (KC),3,3,100.0%,7.3,75.0%,2023,15
Tre Tucker (LV),1,1,100.0%,20.0,25.0%,2023,15
Mike Evans (TB),1,2,50.0%,19.0,100.0%,2023,15
Amon-Ra St. Brown (DET),2,4,50.0%,9.0,100.0%,2023,15
Jayden Reed (GB),1,2,50.0%,17.0,66.7%,2023,15
D.J. Montgomery (IND),1,2,50.0%,14.0,50.0%,2023,15
Alex Erickson (FA),1,1,100.0%,13.0,50.0%,2023,15
Tee Higgins (CIN),1,1,100.0%,13.0,100.0%,2023,15
Noah Brown (WAS),2,3,66.7%,6.0,100.0%,2023,15
Lil'Jordan Humphrey (DEN),2,2,100.0%,4.0,50.0%,2023,15
Keith Kirkwood (FA),1,1,100.0%,7.0,100.0%,2023,15
Quentin Johnston (LAC),1,1,100.0%,6.0,50.0%,2023,15
Diontae Johnson (FA),1,1,100.0%,4.0,100.0%,2023,15
Davante Adams (NYJ),1,1,100.0%,3.0,25.0%,2023,15
CeeDee Lamb (DAL),0,0,0%,0.0,0%,2023,15
Jordan Addison (MIN),1,1,100.0%,1.0,50.0%,2023,15
Jakobi Meyers (LV),1,2,50.0%,10.0,50.0%,2023,15
Cedric Tillman (CLE),1,1,100.0%,13.0,50.0%,2023,15
Ihmir Smith-Marsette (NYG),0,0,0%,0.0,0.0%,2023,15
Bo Melton (GB),1,1,100.0%,7.0,33.3%,2023,15
Julio Jones (FA),1,1,100.0%,6.0,100.0%,2023,15
Puka Nacua (LAR),1,2,50.0%,4.0,40.0%,2023,15
Cooper Kupp (LAR),2,2,100.0%,3.0,40.0%,2023,15
Xavier Hutchinson (HOU),0,0,0%,0.0,0.0%,2023,15
Jaxon Smith-Njigba (SEA),1,1,100.0%,3.0,50.0%,2023,15
Kadarius Toney (FA),1,1,100.0%,2.0,25.0%,2023,15
Parker Washington (JAC),1,1,100.0%,1.0,25.0%,2023,15
Drake London (ATL),0,0,0%,0.0,0%,2023,15
Alec Pierce (IND),0,2,0.0%,0.0,50.0%,2023,15
Brandon Johnson (PIT),0,1,0.0%,0.0,25.0%,2023,15
Michael Wilson (ARI),0,1,0.0%,0.0,33.3%,2023,15
Justin Jefferson (MIN),0,1,0.0%,0.0,50.0%,2023,15
Darnell Mooney (ATL),0,1,0.0%,0.0,100.0%,2023,15
Rondale Moore (ATL),0,1,0.0%,0.0,33.3%,2023,15
Rashod Bateman (BAL),0,1,0.0%,0.0,50.0%,2023,15
DK Metcalf (SEA),0,1,0.0%,0.0,50.0%,2023,15
Calvin Ridley (TEN),0,2,0.0%,0.0,50.0%,2023,15
Courtland Sutton (DEN),0,1,0.0%,0.0,25.0%,2023,15
Zach Pascal (ARI),0,1,0.0%,0.0,33.3%,2023,15
Demarcus Robinson (LAR),0,1,0.0%,0.0,20.0%,2023,15
Amari Cooper (BUF),0,1,0.0%,0.0,50.0%,2023,15
Adam Thielen (CAR),0,2,0.0%,0.0,100.0%,2023,15
Odell Beckham Jr. (FA),0,1,0.0%,0.0,50.0%,2023,15
Elijah Cooks (FA),0,1,0.0%,0.0,25.0%,2023,15
Deven Thompkins (CAR),0,0,0%,0.0,0.0%,2023,15
DJ Chark Jr. (LAC),2,2,100.0%,10.5,100.0%,2023,16
Calvin Ridley (TEN),2,3,66.7%,9.5,75.0%,2023,16
Ihmir Smith-Marsette (NYG),0,0,0%,0.0,0.0%,2023,16
K.J. Osborn (WAS),2,2,100.0%,10.0,50.0%,2023,16
Zay Flowers (BAL),2,3,66.7%,9.5,42.9%,2023,16
Amari Cooper (BUF),2,4,50.0%,9.0,57.1%,2023,16
Brandin Cooks (DAL),1,1,100.0%,8.0,33.3%,2023,16
Ronnie Bell (DET),1,1,100.0%,12.0,25.0%,2023,16
DK Metcalf (SEA),1,2,50.0%,11.0,66.7%,2023,16
Nelson Agholor (BAL),2,2,100.0%,4.0,28.6%,2023,16
Jason Brownlee (KC),1,2,50.0%,8.0,33.3%,2023,16
Calvin Austin III (PIT),0,0,0%,0.0,0.0%,2023,16
Justin Watson (KC),1,1,100.0%,7.0,33.3%,2023,16
Nico Collins (HOU),1,1,100.0%,5.0,20.0%,2023,16
Romeo Doubs (GB),1,1,100.0%,5.0,100.0%,2023,16
Demarcus Robinson (LAR),1,1,100.0%,4.0,14.3%,2023,16
Mike Evans (TB),1,1,100.0%,3.0,33.3%,2023,16
Puka Nacua (LAR),1,1,100.0%,2.0,14.3%,2023,16
Amon-Ra St. Brown (DET),1,2,50.0%,1.0,33.3%,2023,16
Jameson Williams (DET),3,3,100.0%,9.0,50.0%,2023,16
Cooper Kupp (LAR),2,5,40.0%,8.5,71.4%,2023,16
Jerry Jeudy (CLE),1,1,100.0%,13.0,100.0%,2023,16
A.J. Brown (PHI),1,1,100.0%,12.0,50.0%,2023,16
Robert Woods (HOU),1,1,100.0%,12.0,20.0%,2023,16
Trenton Irwin (FA),2,2,100.0%,4.5,50.0%,2023,16
Garrett Wilson (NYJ),2,3,66.7%,3.5,50.0%,2023,16
Tyreek Hill (MIA),2,2,100.0%,3.5,50.0%,2023,16
Willie Snead IV (FA),1,1,100.0%,5.0,25.0%,2023,16
Odell Beckham Jr. (FA),1,2,50.0%,5.0,28.6%,2023,16
Drake London (ATL),1,1,100.0%,4.0,100.0%,2023,16
DeMario Douglas (NE),1,1,100.0%,3.0,100.0%,2023,16
Elijah Moore (CLE),1,2,50.0%,1.0,28.6%,2023,16
Xavier Gipson (NYJ),1,1,100.0%,1.0,16.7%,2023,16
Rashee Rice (KC),0,2,0.0%,0.0,66.7%,2023,16
David Bell (CLE),0,1,0.0%,0.0,14.3%,2023,16
Jordan Addison (MIN),0,1,0.0%,0.0,25.0%,2023,16
Andrei Iosivas (CIN),0,1,0.0%,0.0,25.0%,2023,16
Jahan Dotson (PHI),0,1,0.0%,0.0,100.0%,2023,16
Tim Jones (JAC),0,0,0%,0.0,0.0%,2023,16
Jaxon Smith-Njigba (SEA),0,1,0.0%,0.0,33.3%,2023,16
Brandon Johnson (PIT),0,0,0%,0.0,0.0%,2023,16
Julio Jones (FA),0,1,0.0%,0.0,50.0%,2023,16
Brandon Aiyuk (SF),0,1,0.0%,0.0,25.0%,2023,16
John Metchie III (HOU),0,2,0.0%,0.0,40.0%,2023,16
Davante Adams (NYJ),0,1,0.0%,0.0,50.0%,2023,16
Chris Godwin (TB),0,2,0.0%,0.0,66.7%,2023,16
Josh Reynolds (JAC),0,1,0.0%,0.0,16.7%,2023,16
Noah Brown (WAS),0,1,0.0%,0.0,20.0%,2023,16
Jamal Agnew (FA),0,1,0.0%,0.0,25.0%,2023,16
Cedrick Wilson Jr. (NO),0,2,0.0%,0.0,50.0%,2023,16
Deebo Samuel Sr. (SF),0,1,0.0%,0.0,25.0%,2023,16
Diontae Johnson (FA),0,1,0.0%,0.0,50.0%,2023,16
CeeDee Lamb (DAL),0,2,0.0%,0.0,66.7%,2023,16
Tee Higgins (CIN),0,1,0.0%,0.0,25.0%,2023,16
Justin Jefferson (MIN),0,1,0.0%,0.0,25.0%,2023,16
Rondale Moore (ATL),0,0,0%,0.0,0%,2023,16
Chris Olave (NO),0,0,0%,0.0,0%,2023,16
Joshua Palmer (LAC),0,1,0.0%,0.0,100.0%,2023,16
Darnell Mooney (ATL),1,1,100.0%,-1.0,100.0%,2023,16
Allen Robinson II (DET),1,1,100.0%,-1.0,50.0%,2023,16
Curtis Samuel (BUF),0,0,0%,0.0,0.0%,2023,16
Treylon Burks (TEN),0,0,0%,0.0,0%,2023,16
Tre Tucker (LV),1,1,100.0%,-4.0,50.0%,2023,16
Davante Adams (NYJ),3,5,60.0%,4.7,62.5%,2023,17
Deebo Samuel Sr. (SF),4,5,80.0%,5.3,71.4%,2023,17
Amon-Ra St. Brown (DET),2,2,100.0%,10.0,100.0%,2023,17
Brandon Aiyuk (SF),1,2,50.0%,17.0,28.6%,2023,17
Jaxon Smith-Njigba (SEA),1,1,100.0%,12.0,25.0%,2023,17
Julio Jones (FA),1,1,100.0%,12.0,100.0%,2023,17
Bo Melton (GB),1,2,50.0%,9.0,50.0%,2023,17
Cedrick Wilson Jr. (NO),1,1,100.0%,8.0,20.0%,2023,17
Elijah Moore (CLE),1,2,50.0%,8.0,40.0%,2023,17
Brandin Cooks (DAL),1,1,100.0%,8.0,50.0%,2023,17
DJ Moore (CHI),1,2,50.0%,7.0,50.0%,2023,17
Michael Wilson (ARI),1,2,50.0%,5.0,66.7%,2023,17
Cooper Kupp (LAR),1,1,100.0%,5.0,33.3%,2023,17
Terry McLaurin (WAS),1,2,50.0%,3.0,66.7%,2023,17
Jakobi Meyers (LV),2,2,100.0%,7.0,25.0%,2023,17
DeAndre Hopkins (KC),1,1,100.0%,14.0,100.0%,2023,17
Puka Nacua (LAR),1,1,100.0%,13.0,33.3%,2023,17
Khalil Shakir (BUF),1,1,100.0%,1.0,50.0%,2023,17
George Pickens (PIT),1,1,100.0%,10.0,50.0%,2023,17
Brandon Johnson (PIT),1,1,100.0%,10.0,50.0%,2023,17
Cedric Tillman (CLE),1,3,33.3%,8.0,60.0%,2023,17
Jerry Jeudy (CLE),1,1,100.0%,7.0,50.0%,2023,17
Justin Jefferson (MIN),1,4,25.0%,6.0,80.0%,2023,17
Diontae Johnson (FA),1,1,100.0%,5.0,50.0%,2023,17
Greg Dortch (ARI),1,1,100.0%,5.0,33.3%,2023,17
Stefon Diggs (HOU),0,1,0.0%,0.0,50.0%,2023,17
Trenton Irwin (FA),1,1,100.0%,4.0,50.0%,2023,17
John Metchie III (HOU),0,1,0.0%,0.0,25.0%,2023,17
Derius Davis (LAC),0,0,0%,0.0,0.0%,2023,17
Xavier Hutchinson (HOU),1,1,100.0%,0.0,25.0%,2023,17
Tre Tucker (LV),0,1,0.0%,0.0,12.5%,2023,17
Drake London (ATL),0,1,0.0%,0.0,100.0%,2023,17
Jahan Dotson (PHI),0,1,0.0%,0.0,33.3%,2023,17
Malik Heath (GB),0,1,0.0%,0.0,25.0%,2023,17
Garrett Wilson (NYJ),0,1,0.0%,0.0,33.3%,2023,17
Demarcus Robinson (LAR),0,1,0.0%,0.0,33.3%,2023,17
Ja'Marr Chase (CIN),0,1,0.0%,0.0,50.0%,2023,17
Nico Collins (HOU),0,1,0.0%,0.0,25.0%,2023,17
Chris Olave (NO),0,1,0.0%,0.0,100.0%,2023,17
Tyler Lockett (SEA),0,1,0.0%,0.0,25.0%,2023,17
Tyreek Hill (MIA),0,3,0.0%,0.0,60.0%,2023,17
Isaiah Hodgins (SF),0,1,0.0%,0.0,100.0%,2023,17
Michael Pittman Jr. (IND),0,1,0.0%,0.0,100.0%,2023,17
Keelan Doss (FA),0,1,0.0%,0.0,100.0%,2023,17
DK Metcalf (SEA),0,2,0.0%,0.0,50.0%,2023,17
Brandon Powell (MIN),0,1,0.0%,0.0,20.0%,2023,17
Calvin Ridley (TEN),0,2,0.0%,0.0,100.0%,2023,17
River Cracraft (MIA),0,1,0.0%,0.0,20.0%,2023,17
Noah Brown (WAS),0,1,0.0%,0.0,25.0%,2023,17
Tyler Scott (CHI),1,2,50.0%,-1.0,50.0%,2023,17
Xavier Gipson (NYJ),1,2,50.0%,-2.0,66.7%,2023,17
Samori Toure (CHI),1,1,100.0%,-6.0,25.0%,2023,17
CeeDee Lamb (DAL),1,1,100.0%,4.0,50.0%,2023,17
A.T. Perry (DEN),2,2,100.0%,12.0,66.7%,2023,18
Dontayvion Wicks (GB),2,2,100.0%,11.0,40.0%,2023,18
CeeDee Lamb (DAL),5,5,100.0%,3.2,50.0%,2023,18
Andrei Iosivas (CIN),2,2,100.0%,5.0,100.0%,2023,18
Puka Nacua (LAR),1,1,100.0%,19.0,33.3%,2023,18
Darius Slayton (NYG),1,2,50.0%,19.0,66.7%,2023,18
Brandin Cooks (DAL),2,3,66.7%,6.5,30.0%,2023,18
Quez Watkins (ARI),1,1,100.0%,16.0,33.3%,2023,18
Tyreek Hill (MIA),2,2,100.0%,5.5,100.0%,2023,18
Tyler Johnson (LAR),1,1,100.0%,8.0,33.3%,2023,18
DeAndre Hopkins (KC),1,1,100.0%,6.0,100.0%,2023,18
Trent Sherfield Sr. (MIN),1,1,100.0%,6.0,50.0%,2023,18
Ronnie Bell (DET),1,2,50.0%,5.0,50.0%,2023,18
Jakobi Meyers (LV),0,0,0%,0.0,0.0%,2023,18
Jalen Tolbert (DAL),1,1,100.0%,3.0,10.0%,2023,18
Davante Adams (NYJ),1,3,33.3%,3.0,100.0%,2023,18
Zay Jones (ARI),2,2,100.0%,6.5,50.0%,2023,18
Amon-Ra St. Brown (DET),1,1,100.0%,13.0,25.0%,2023,18
Rondale Moore (ATL),2,2,100.0%,6.5,100.0%,2023,18
Brandon Aiyuk (SF),1,1,100.0%,11.0,25.0%,2023,18
Drake London (ATL),2,2,100.0%,5.5,66.7%,2023,18
Joshua Palmer (LAC),1,2,50.0%,8.0,66.7%,2023,18
Josh Reynolds (JAC),1,3,33.3%,7.0,75.0%,2023,18
Van Jefferson (PIT),1,1,100.0%,6.0,33.3%,2023,18
Sterling Shepard (TB),0,1,0.0%,0.0,33.3%,2023,18
