player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Dede Westbrook,2018,10,1.661,1,3,0.5292249049317312,0.0,0.0
Dede Westbrook,2019,9,2.193,0,4,0.5811634881855535,0.0,0.001
Deebo Samuel,2019,7,3.064,1,5,0.701358681417718,0.0,0.809
Deebo Samuel,2020,3,0.782,0,2,0.4177032439423951,0.0,0.78
Deebo Samuel,2021,8,6.893,5,8,0.4307563116194585,0.039,1.0
Deebo Samuel,2022,9,2.169,1,4,0.5004388074480235,0.0,0.013
Deebo Samuel,2023,5,3.781,2,5,0.4347861543333688,0.003,1.0
Demarcus Robinson,2017,2,0.0,0,0,0.0,0.0,0.0
Demarcus Robinson,2018,1,0.0,0,0,0.0,0.0,1.0
Demarcus Robinson,2019,4,0.0,0,0,0.0,0.0,0.0
Demarcus Robinson,2020,4,0.999,0,1,0.03160696125855822,0.0,0.0
Demarcus Robinson,2021,2,0.909,0,1,0.28760910973055076,0.0,0.909
Demarcus Robinson,2022,7,0.949,0,1,0.21999772726098782,0.0,0.0
Demarcus Robinson,2023,5,2.812,1,3,0.3983164571041473,0.0,0.997
Demarcus Robinson,2024,4,1.003,1,2,0.054690035655501276,0.0,0.003
Demario Douglas,2023,9,0.007,0,1,0.08337265738837882,0.0,0.0
Demario Douglas,2024,8,1.097,0,2,0.2993175571195248,0.0,0.0
Demaryius Thomas,2017,13,2.353,1,5,0.9189075035062018,0.0,0.0
Demaryius Thomas,2018,9,1.993,1,2,0.08337265738837882,0.0,0.0
Demaryius Thomas,2019,5,0.01,0,1,0.09949874371066199,0.0,0.0
Denzel Mims,2020,2,0.003,0,1,0.054690035655501276,0.0,0.003
Denzel Mims,2021,1,0.0,0,0,0.0,0.0,1.0
Denzel Mims,2022,2,0.0,0,0,0.0,0.0,0.0
Deon Cain,2019,1,0.0,0,0,0.0,0.0,1.0
Deontay Burnett,2018,1,0.002,0,1,0.044676615807377355,0.002,1.0
Deonte Thompson,2017,5,1.184,0,2,0.39261176752614024,0.0,0.186
Devaughn Vele,2024,2,0.006,0,1,0.0772269383052313,0.0,0.006
Devin Duvernay,2022,5,0.001,0,1,0.03160696125855822,0.0,0.0
Dez Bryant,2017,12,1.891,0,5,0.936546314925215,0.0,0.0
Diontae Johnson,2019,10,3.264,1,4,0.5570493694458328,0.0,0.0
Diontae Johnson,2020,9,3.663,2,6,0.8540673275567917,0.0,0.558
Diontae Johnson,2021,9,1.24,0,4,0.5023942674832188,0.0,0.001
Diontae Johnson,2022,12,0.039,0,1,0.19359493795035035,0.0,0.0
Diontae Johnson,2023,8,2.687,1,5,0.692120654221502,0.0,0.11
Diontae Johnson,2024,3,1.693,0,2,0.4967403748438413,0.0,0.983
Dontayvion Wicks,2023,4,1.129,1,3,0.34403342860832575,0.0,0.126
Dontayvion Wicks,2024,8,1.087,1,2,0.2818350581457176,0.0,0.0
Donte Moncrief,2017,2,0.0,0,0,0.0,0.0,0.0
Donte Moncrief,2018,5,1.001,1,2,0.03160696125855822,0.0,0.001
Dontrelle Inman,2017,4,0.59,0,2,0.6114736298484179,0.0,0.066
Dontrelle Inman,2019,1,0.006,0,1,0.0772269383052313,0.006,1.0
Dontrelle Inman,2020,2,0.0,0,0,0.0,0.0,0.0
Doug Baldwin,2017,10,4.025,2,6,0.456481105852148,0.0,0.11
Doug Baldwin,2018,7,2.146,2,4,0.35592695879913344,0.0,0.145
Drake London,2022,9,0.762,0,2,0.5247437469851356,0.0,0.0
Drake London,2023,11,1.813,1,3,0.43592545234248475,0.0,0.0
Drake London,2024,12,3.769,2,6,0.8183147316283632,0.0,0.017
Duke Williams,2019,1,0.97,0,1,0.1705872210923198,0.97,1.0
Dyami Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Dyami Brown,2024,2,0.0,0,0,0.0,0.0,0.0
Eli Rogers,2017,2,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2021,5,1.06,1,3,0.2457641145488902,0.0,0.058
Elijah Moore,2022,3,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2023,10,2.044,0,4,0.6325061264525428,0.0,0.0
Elijah Moore,2024,10,1.022,0,3,0.5343369723311311,0.0,0.0
Emmanuel Sanders,2017,8,0.912,0,2,0.2970791140420343,0.0,0.0
Emmanuel Sanders,2018,8,2.965,1,4,0.20922475952907676,0.0,0.004
Emmanuel Sanders,2019,8,2.1,1,3,0.31622776601683794,0.0,0.0
Emmanuel Sanders,2020,8,0.689,0,3,0.6263218022710051,0.0,0.0
Emmanuel Sanders,2021,6,1.016,0,2,0.1332066064427737,0.0,0.0
Equanimeous St. Brown,2018,2,0.214,0,1,0.41012680965769605,0.0,0.214
Equanimeous St. Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Equanimeous St. Brown,2022,1,0.0,0,0,0.0,0.0,1.0
Eric Decker,2017,7,0.008,0,1,0.08908422980528033,0.0,0.0
Freddie Swain,2021,1,0.0,0,0,0.0,0.0,1.0
Gabriel Davis,2020,5,1.002,1,2,0.044676615807377355,0.0,0.002
Gabriel Davis,2021,3,1.004,1,2,0.063118935352238,0.0,1.0
Garrett Wilson,2022,10,2.733,2,5,0.6400867128756854,0.0,0.002
Garrett Wilson,2023,14,0.558,0,3,0.6860291538994535,0.0,0.0
Garrett Wilson,2024,14,4.396,2,7,0.9116929307612294,0.0,0.009
George Pickens,2022,9,3.023,1,5,0.8980373043476535,0.0,0.29
